species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Paeniclostridium sordellii,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Paeniclostridium;Paeniclostridium sordellii
Romboutsia hominis,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia hominis
Halobacteroides halobius,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Bacteria;Bacteria_none;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides halobius
Gottschalkia acidurici,1,1,Bacteria,Bacteria_none,Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Gottschalkia,Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellales;Gottschalkiaceae;Gottschalkia;Gottschalkia acidurici
Peptoniphilus ivorii,1,1,Bacteria,Bacteria_none,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus ivorii
Ezakiella coagulans,1,1,Bacteria,Bacteria_none,Bacillota,Tissierellia,Tissierellia_Incertae_sedis,Tissierellia_Incertae_sedis_Incertae_sedis,Ezakiella,Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellia_Incertae_sedis;Tissierellia_Incertae_sedis_Incertae_sedis;Ezakiella;Ezakiella coagulans
Bacteroides faecis,1,1,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis
Bacteroides fragilis,1,1,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
Porphyromonas asaccharolytica,1,1,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica
Alistipes finegoldii,1,1,Bacteria,Bacteria_none,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii
Chitinophaga sp. R8,1,1,Bacteria,Bacteria_none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. R8
Runella sp. SP2,1,1,Bacteria,Bacteria_none,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Runella,Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Spirosomaceae;Runella;Runella sp. SP2
Flavobacterium arcticum,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium arcticum
Flavobacterium sp. F-70,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. F-70
Imtechella halotolerans,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Imtechella;Imtechella halotolerans
Mesoflavibacter sp. SCSIO 43206,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;Mesoflavibacter sp. SCSIO 43206
Muricauda sp. SCSIO 64092,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;Muricauda sp. SCSIO 64092
Tenacibaculum dicentrarchi,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum dicentrarchi
Chryseobacterium sp. G0201,1,1,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium sp. G0201
Mucilaginibacter sp. 14171R-50,1,1,Bacteria,Bacteria_none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. 14171R-50
Pedobacter sp. D749,1,1,Bacteria,Bacteria_none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. D749
Sphingobacterium spiritivorum,1,1,Bacteria,Bacteria_none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium spiritivorum
Cyclonatronum proteinivorum,1,1,Bacteria,Bacteria_none,Balneolota,Balneolia,Balneolales,Cyclonatronaceae,Cyclonatronum,Bacteria;Bacteria_none;Balneolota;Balneolia;Balneolales;Cyclonatronaceae;Cyclonatronum;Cyclonatronum proteinivorum
Candidatus Rhabdochlamydia porcellionis,1,1,Bacteria,Bacteria_none,Chlamydiota,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,Bacteria;Bacteria_none;Chlamydiota;Chlamydiia;Parachlamydiales;Rhabdochlamydiaceae;Candidatus Rhabdochlamydia;Candidatus Rhabdochlamydia porcellionis
Gloeomargarita lithophora,1,1,Bacteria,Bacteria_none,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,Gloeomargarita,Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita;Gloeomargarita lithophora
Calothrix sp. NIES-2098,1,1,Bacteria,Bacteria_none,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Nostocales;Calotrichaceae;Calothrix;Calothrix sp. NIES-2098
Tolypothrix sp. PCC 7910,1,1,Bacteria,Bacteria_none,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix sp. PCC 7910
Pseudanabaena sp. PCC 7367,1,1,Bacteria,Bacteria_none,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena sp. PCC 7367
Thermus sp. PS18,1,1,Bacteria,Bacteria_none,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Bacteria;Bacteria_none;Deinococcota;Deinococci;Thermales;Thermaceae;Thermus;Thermus sp. PS18
Spiroplasma alleghenense,1,1,Bacteria,Bacteria_none,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Bacteria;Bacteria_none;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma alleghenense
Mycoplasma miroungigenitalium,1,1,Bacteria,Bacteria_none,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Bacteria;Bacteria_none;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma miroungigenitalium
Mycoplasma putrefaciens,1,1,Bacteria,Bacteria_none,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Bacteria;Bacteria_none;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma putrefaciens
Mycoplasma sp. 1654_15,1,1,Bacteria,Bacteria_none,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Bacteria;Bacteria_none;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. 1654_15
Anaerohalosphaera lusitana,1,1,Bacteria,Bacteria_none,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Bacteria;Bacteria_none;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;Anaerohalosphaera;Anaerohalosphaera lusitana
Crateriforma conspicua,1,1,Bacteria,Bacteria_none,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Crateriforma,Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Crateriforma;Crateriforma conspicua
Candidatus Hydrogenosomobacter endosymbioticus,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Hydrogenosomobacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Holosporales;Holosporaceae;Candidatus Hydrogenosomobacter;Candidatus Hydrogenosomobacter endosymbioticus
Bartonella schoenbuchensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella schoenbuchensis
Bosea sp. F3-2,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea sp. F3-2
Methylobacterium mesophilicum,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium mesophilicum
Bradyrhizobium diazoefficiens,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium diazoefficiens
Bradyrhizobium japonicum,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium japonicum
Bradyrhizobium sp. CB1015,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CB1015
Mesorhizobium opportunistum,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium opportunistum
Paracoccus methylovorus,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus methylovorus
Phaeobacter inhibens,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter;Phaeobacter inhibens
Phaeobacter piscinae,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Phaeobacter;Phaeobacter piscinae
Sulfitobacter sp. M368,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter;Sulfitobacter sp. M368
Azospirillum thiophilum,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum thiophilum
Aurantiacibacter gangjinensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter gangjinensis
Sphingobium sp. EP60837,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. EP60837
Sphingopyxis sp. BSN-002,1,1,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. BSN-002
Alcaligenes aquatilis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Alcaligenes aquatilis
Paralcaligenes sp. KSB-10,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paralcaligenes,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes;Paralcaligenes sp. KSB-10
Burkholderia plantarii,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia plantarii
Paraburkholderia dioscoreae,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia dioscoreae
Acidovorax sp. YS12,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. YS12
Neisseria meningitidis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis
Nitrosomonas eutropha,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas eutropha
Fluviibacter phosphoraccumulans,1,1,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Fluviibacteraceae,Fluviibacter,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Fluviibacteraceae;Fluviibacter;Fluviibacter phosphoraccumulans
Campylobacter sp. RM12651,1,1,Bacteria,Bacteria_none,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Bacteria;Bacteria_none;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter sp. RM12651
Helicobacter pylori,1,1,Bacteria,Bacteria_none,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Bacteria;Bacteria_none;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori
Sulfurimonas sediminis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Bacteria;Bacteria_none;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;Sulfurimonas sediminis
Oceanisphaera avium,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera;Oceanisphaera avium
Alkalimarinus sp. A2M4,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alkalimarinus,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alkalimarinus;Alkalimarinus sp. A2M4
Shewanella donghaensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella donghaensis
Shewanella sp. MTB7,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. MTB7
Shewanella yunxiaonensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella yunxiaonensis
Citrobacter freundii complex sp. CFNIH2,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex sp. CFNIH2
Cronobacter sakazakii,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii
Klebsiella oxytoca,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca
Kosakonia oryzae,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia oryzae
Kosakonia sacchari,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia sacchari
Pantoea ananatis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea ananatis
Hafnia alvei,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei
Proteus hauseri,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus hauseri
Serratia marcescens,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia marcescens
Serratia plymuthica,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica
Moraxella osloensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella osloensis
Neptunomonas japonica,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas;Neptunomonas japonica
Oleiphilus messinensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;Oleiphilus messinensis
Pseudomonas chlororaphis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas chlororaphis
Pseudomonas putida,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
Pseudomonas synxantha,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas synxantha
Pseudomonas viridiflava,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas viridiflava
Stutzerimonas stutzeri,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri
Vibrio cincinnatiensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cincinnatiensis
Vibrio scophthalmi,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio scophthalmi
Pseudoxanthomonas spadix,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas spadix
Xanthomonas translucens,1,1,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas translucens
Hydrogenophilus thermoluteolus,1,1,Bacteria,Bacteria_none,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,Bacteria;Bacteria_none;Pseudomonadota;Hydrogenophilia;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus;Hydrogenophilus thermoluteolus
Fluviispira sanaruensis,1,1,Bacteria,Bacteria_none,Pseudomonadota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Fluviispira,Bacteria;Bacteria_none;Pseudomonadota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Fluviispira;Fluviispira sanaruensis
Ruficoccus sp. ZRK36,1,1,Bacteria,Bacteria_none,Verrucomicrobiota,Opitutae,Puniceicoccales,Puniceicoccaceae,Ruficoccus,Bacteria;Bacteria_none;Verrucomicrobiota;Opitutae;Puniceicoccales;Puniceicoccaceae;Ruficoccus;Ruficoccus sp. ZRK36
